figure,T,method,beta,paper_mean,paper_se,source,setting,batch_size,floor
8,1000,pess,0.1,1.6026909703703698,0.006669561111111105,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.8
8,2000,pess,0.1,1.6960937481481477,0.00583767407407407,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.8
8,5000,pess,0.1,1.7874999999999994,0.005591724074074073,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.8
8,500,pess,0.2,1.4714988370370368,0.008984375925925919,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.8
8,1000,pess,0.2,1.6006076370370366,0.0070384833333333304,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.8
8,2000,pess,0.2,1.6946759259259254,0.0060763888888888855,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.8
8,5000,pess,0.2,1.7831886518518514,0.005721931481481482,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.8
8,500,pess,0.5,1.467650459259259,0.00938223333333333,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.8
8,1000,pess,0.5,1.5831886518518514,0.007848668518518516,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.8
8,2000,pess,0.5,1.6909722222222219,0.006018518518518515,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.8
8,5000,pess,0.5,1.7799479111111105,0.005649596296296289,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.8
8,500,pess,1.0,1.4560185185185182,0.009331596296296294,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.8
8,1000,pess,1.0,1.5796296296296293,0.007718461111111106,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.8
8,2000,pess,1.0,1.6827546222222218,0.006221064814814811,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.8
8,5000,pess,1.0,1.7771990666666662,0.005447049999999993,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.8
8,500,pess,5.0,1.4376446740740736,0.009179687037037034,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.8
8,1000,pess,5.0,1.5648148148148144,0.008629920370370362,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.8
8,2000,pess,5.0,1.664467585185185,0.006814235185185184,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.8
8,5000,pess,5.0,1.7657986074074068,0.0057581018518518485,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.8
8,500,pess,10.0,1.4265914296296294,0.009570312962962957,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.8
8,1000,pess,10.0,1.5536458296296292,0.008405670370370369,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.8
8,2000,pess,10.0,1.660156244444444,0.006778066666666664,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.8
8,5000,pess,10.0,1.7576388888888883,0.005946181481481476,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.8
8,500,greedy,0.0,1.4565972148148145,0.0035373259259259254,arXiv:2212.09900 Figure 8 vector PDF,3,100,pure
8,1000,greedy,0.0,1.5675636518518514,0.002864583333333332,arXiv:2212.09900 Figure 8 vector PDF,3,100,pure
8,2000,greedy,0.0,1.6109085629629625,0.0028718166666666664,arXiv:2212.09900 Figure 8 vector PDF,3,100,pure
8,5000,greedy,0.0,1.5361689777777774,0.003667535185185182,arXiv:2212.09900 Figure 8 vector PDF,3,100,pure
8,500,pess,0.001,1.477633096296296,0.01080005925925925,arXiv:2212.09900 Figure 8 vector PDF,3,100,pure
8,1000,pess,0.001,1.6065393481481478,0.007450811111111105,arXiv:2212.09900 Figure 8 vector PDF,3,100,pure
8,2000,pess,0.001,1.6949652740740735,0.005707464814814813,arXiv:2212.09900 Figure 8 vector PDF,3,100,pure
8,5000,pess,0.001,1.7643807851851847,0.005258968518518519,arXiv:2212.09900 Figure 8 vector PDF,3,100,pure
8,500,pess,0.01,1.47876157037037,0.008702257407407401,arXiv:2212.09900 Figure 8 vector PDF,3,100,pure
8,1000,pess,0.01,1.6094907407407404,0.00688657407407407,arXiv:2212.09900 Figure 8 vector PDF,3,100,pure
8,2000,pess,0.01,1.6987557851851847,0.005736399999999998,arXiv:2212.09900 Figure 8 vector PDF,3,100,pure
8,5000,pess,0.01,1.7697048592592588,0.005353007407407409,arXiv:2212.09900 Figure 8 vector PDF,3,100,pure
8,500,pess,0.1,1.467187496296296,0.0094401037037037,arXiv:2212.09900 Figure 8 vector PDF,3,100,pure
8,1000,pess,0.1,1.594907407407407,0.006893807407407405,arXiv:2212.09900 Figure 8 vector PDF,3,100,pure
8,2000,pess,0.1,1.6952835629629623,0.006090857407407402,arXiv:2212.09900 Figure 8 vector PDF,3,100,pure
8,5000,pess,0.1,1.7698495333333328,0.005541087037037037,arXiv:2212.09900 Figure 8 vector PDF,3,100,pure
8,500,pess,0.2,1.4740161999999997,0.008535879629629624,arXiv:2212.09900 Figure 8 vector PDF,3,100,pure
8,1000,pess,0.2,1.5848958296296292,0.007356772222222215,arXiv:2212.09900 Figure 8 vector PDF,3,100,pure
8,2000,pess,0.2,1.69126157037037,0.006018518518518515,arXiv:2212.09900 Figure 8 vector PDF,3,100,pure
8,5000,pess,0.2,1.7662326370370365,0.005685762962962962,arXiv:2212.09900 Figure 8 vector PDF,3,100,pure
8,500,pess,0.5,1.459866896296296,0.009982638888888883,arXiv:2212.09900 Figure 8 vector PDF,3,100,pure
8,1000,pess,0.5,1.588744207407407,0.007335070370370364,arXiv:2212.09900 Figure 8 vector PDF,3,100,pure
8,2000,pess,0.5,1.6835648148148143,0.006069153703703704,arXiv:2212.09900 Figure 8 vector PDF,3,100,pure
8,5000,pess,0.5,1.7586805481481478,0.005475983333333332,arXiv:2212.09900 Figure 8 vector PDF,3,100,pure
8,500,pess,1.0,1.4504629629629626,0.009722222222222217,arXiv:2212.09900 Figure 8 vector PDF,3,100,pure
8,1000,pess,1.0,1.5789062444444442,0.007870370370370366,arXiv:2212.09900 Figure 8 vector PDF,3,100,pure
8,2000,pess,1.0,1.6787615703703698,0.006315103703703701,arXiv:2212.09900 Figure 8 vector PDF,3,100,pure
8,5000,pess,1.0,1.756018518518518,0.005591724074074073,arXiv:2212.09900 Figure 8 vector PDF,3,100,pure
8,500,pess,5.0,1.4361689777777773,0.009056712962962957,arXiv:2212.09900 Figure 8 vector PDF,3,100,pure
8,1000,pess,5.0,1.5629050888888885,0.008094616666666665,arXiv:2212.09900 Figure 8 vector PDF,3,100,pure
8,2000,pess,5.0,1.667853007407407,0.006626155555555556,arXiv:2212.09900 Figure 8 vector PDF,3,100,pure
8,5000,pess,5.0,1.750231481481481,0.006539351851851848,arXiv:2212.09900 Figure 8 vector PDF,3,100,pure
8,500,pess,10.0,1.4271990666666663,0.009150753703703695,arXiv:2212.09900 Figure 8 vector PDF,3,100,pure
8,1000,pess,10.0,1.5575810148148144,0.007552083333333329,arXiv:2212.09900 Figure 8 vector PDF,3,100,pure
8,2000,pess,10.0,1.660763881481481,0.006481481481481478,arXiv:2212.09900 Figure 8 vector PDF,3,100,pure
8,5000,pess,10.0,1.7466145777777773,0.006192129629629626,arXiv:2212.09900 Figure 8 vector PDF,3,100,pure
