figure,T,method,beta,paper_mean,paper_se,source,scenario,decay
5,500,pess,0.0001,1.11944708891802,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,1000,pess,0.0001,1.2563891474545534,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,2000,pess,0.0001,1.3930146703775876,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,5000,pess,0.0001,1.5244486688783603,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,500,pess,0.001,1.0635433176810458,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,1000,pess,0.001,1.1345151403725633,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,2000,pess,0.001,1.192381562074518,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,5000,pess,0.001,1.2254299871197258,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,500,pess,0.01,0.8306215022204877,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,1000,pess,0.01,0.8853856804182217,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,2000,pess,0.01,0.9578769713004996,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,5000,pess,0.01,1.0945024780158734,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,500,pess,0.1,0.7530020102463088,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,1000,pess,0.1,0.8262530352239668,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,2000,pess,0.1,0.9270444252110718,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,5000,pess,0.1,1.0858921582682313,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,500,pess,0.2,0.7463543247559865,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,1000,pess,0.2,0.8212514483774653,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,2000,pess,0.2,0.9264113215687519,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,5000,pess,0.2,1.0760156150282887,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,500,pess,0.5,0.7476205644559475,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,1000,pess,0.5,0.8202384695836251,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,2000,pess,0.5,0.9273609770322317,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,5000,pess,0.5,1.0772818385205891,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,500,pess,1.0,0.7523688903963283,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,1000,pess,1.0,0.8227076094455259,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,2000,pess,1.0,0.9255882641430113,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,5000,pess,1.0,1.0760156150282887,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,500,pess,5.0,0.7533185620674686,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,1000,pess,5.0,0.8369526196819893,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,2000,pess,5.0,0.9319193816045128,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,5000,pess,5.0,1.0972248625762342,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,500,pess,10.0,0.7515458491782482,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,1000,pess,10.0,0.8363195160396695,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,2000,pess,10.0,0.9409728836263753,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,5000,pess,10.0,1.0993774344093143,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,500,lin,0.0001,1.181555347163435,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,1000,lin,0.0001,1.1356547496194638,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,2000,lin,0.0001,1.0965917589339145,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,5000,lin,0.0001,1.053476836865343,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,500,lin,0.001,1.1805423683695948,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,1000,lin,0.001,1.136984280234464,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,2000,lin,0.001,1.0974148001519943,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,5000,lin,0.001,1.0531602850441832,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,500,lin,0.01,1.1794027591226943,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,1000,lin,0.01,1.1347050779483234,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,2000,lin,0.01,1.096465128480854,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,5000,lin,0.01,1.0528437332230234,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,500,lin,0.1,1.1758573333442535,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,1000,lin,0.1,1.1335654849090835,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,2000,lin,0.1,1.0931729474008731,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,5000,lin,0.1,1.050247962908062,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,500,lin,0.2,1.1698427839115724,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,1000,lin,0.2,1.1296401839791221,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,2000,lin,0.2,1.0894375840466721,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,5000,lin,0.2,1.047842146376522,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,500,lin,0.5,1.1602827924927899,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,1000,lin,0.5,1.1196370102861193,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,2000,lin,0.5,1.0782948173144293,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,5000,lin,0.5,1.0392318266288798,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,500,lin,1.0,1.1325525061152433,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,1000,lin,1.0,1.1000105542592948,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,2000,lin,1.0,1.0604410741768253,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,5000,lin,1.0,1.0264429612528163,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,500,lin,5.0,0.9307797885652729,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,1000,lin,5.0,0.9307797885652729,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,2000,lin,5.0,0.9390735564917552,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,5000,lin,5.0,0.931602829783353,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,500,lin,10.0,0.8364461302850691,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,1000,lin,10.0,0.8766487302175193,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,2000,lin,10.0,0.902606319913506,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,5000,lin,10.0,0.9155851066576691,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,500,greedy,0.0,0.9152052315061487,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,1000,greedy,0.0,0.9478104904847969,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,2000,greedy,0.0,1.0196053706020551,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,5000,greedy,0.0,1.104885510652736,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,500,pess,0.0001,0.8557560344907338,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,1000,pess,0.0001,0.8536667697803534,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,2000,pess,0.0001,0.8737364242890588,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,5000,pess,0.0001,0.8862087216363018,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,500,pess,0.001,0.7677535098796923,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,1000,pess,0.001,0.7936477762453185,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,2000,pess,0.001,0.8179592672974846,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,5000,pess,0.001,0.8505645262761328,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,500,pess,0.01,0.7262213793322418,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,1000,pess,0.01,0.7683866297296728,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,2000,pess,0.01,0.8016249923506408,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,5000,pess,0.01,0.8404980454604302,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,500,pess,0.1,0.7129893478896188,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,1000,pess,0.1,0.755091274956689,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,2000,pess,0.1,0.7941542656422386,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,5000,pess,0.1,0.8374591090789094,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,500,pess,0.2,0.7095705363565776,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,1000,pess,0.2,0.7530020102463088,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,2000,pess,0.2,0.794027651396839,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,5000,pess,0.2,0.8387253325712097,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,500,pess,0.5,0.7069747822492771,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,1000,pess,0.5,0.7524955208493885,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,2000,pess,0.5,0.7936477762453185,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,5000,pess,0.5,0.8382188431742895,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,500,pess,1.0,0.7069747822492771,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,1000,pess,1.0,0.7530020102463088,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,2000,pess,1.0,0.7936477762453185,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,5000,pess,1.0,0.8390418843923696,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,500,pess,5.0,0.7030494975269764,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,1000,pess,5.0,0.7552812125324493,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,2000,pess,5.0,0.7941542656422386,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,5000,pess,5.0,0.8398649418181103,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,500,pess,10.0,0.6991875037197149,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,1000,pess,10.0,0.7510393597813281,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,2000,pess,10.0,0.7956104267102991,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,5000,pess,10.0,0.8408146134892507,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,500,lin,0.0001,1.1486335363636269,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,1000,lin,0.0001,1.1212198018072403,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,2000,lin,0.0001,1.0939959886189532,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,5000,lin,0.0001,1.0468291675826817,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,500,lin,0.001,1.1481270469667069,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,1000,lin,0.001,1.1222327806010806,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,2000,lin,0.001,1.0960852695369943,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,5000,lin,0.001,1.0474622874326622,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,500,lin,0.01,1.1478104951455468,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,1000,lin,0.01,1.1222327806010806,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,2000,lin,0.01,1.094312540440113,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,5000,lin,0.01,1.0465126157615217,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,500,lin,0.1,1.1447082516413263,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,1000,lin,0.1,1.117800990274199,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,2000,lin,0.1,1.0910836826904928,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,5000,lin,0.1,1.0437902312011609,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,500,lin,0.2,1.1398965861629244,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,1000,lin,0.2,1.1119763622096177,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,2000,lin,0.2,1.088361298130132,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,5000,lin,0.2,1.04081460194234,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,500,lin,0.5,1.1234990040933808,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,1000,lin,0.5,1.1001371847123553,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,2000,lin,0.5,1.076205552604049,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,5000,lin,0.5,1.032394219770458,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,500,lin,1.0,1.095958639083934,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,1000,lin,1.0,1.073229923345228,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,2000,lin,1.0,1.0555661177833842,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,5000,lin,1.0,1.0160599448236143,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,500,lin,5.0,0.8919067192478229,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,1000,lin,5.0,0.9144454974107685,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,2000,lin,5.0,0.9246385924718709,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,5000,lin,5.0,0.9255882641430113,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,500,lin,10.0,0.831571173891628,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,1000,lin,10.0,0.8841194407182608,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,2000,lin,10.0,0.910203660867308,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,5000,lin,10.0,0.9178010018211098,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.6
5,500,greedy,0.0,0.7894692468245578,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,1000,greedy,0.0,0.8139073521221235,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,2000,greedy,0.0,0.8406879830361903,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,5000,greedy,0.0,0.8659491457594968,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,500,pess,0.0001,0.7398965930490853,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,1000,pess,0.0001,0.7669304686616122,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,2000,pess,0.0001,0.7996623418856601,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,5000,pess,0.0001,0.8296718467570079,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,500,pess,0.001,0.7286905191941426,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,1000,pess,0.001,0.7611058405970307,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,2000,pess,0.001,0.7938377138210787,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,5000,pess,0.001,0.8268861388662866,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,500,pess,0.01,0.7176743667072996,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,1000,pess,0.01,0.7573704772428296,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,2000,pess,0.01,0.7901023504668776,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,5000,pess,0.01,0.8241637705135864,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,500,pess,0.1,0.7124828584926987,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,1000,pess,0.1,0.750532870384408,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,2000,pess,0.1,0.7883296375776572,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,5000,pess,0.1,0.8242903847589861,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,500,pess,0.2,0.7107101456034782,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,1000,pess,0.2,0.7481270538528677,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,2000,pess,0.2,0.7873799659065167,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,5000,pess,0.2,0.8246069527878067,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,500,pess,0.5,0.7098870881777375,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,1000,pess,0.5,0.7481270538528677,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,2000,pess,0.5,0.7873799659065167,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,5000,pess,0.5,0.8242903847589861,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,500,pess,1.0,0.7089374327142578,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,1000,pess,1.0,0.7484436056740276,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,2000,pess,1.0,0.7876965339353373,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,5000,pess,1.0,0.8246069527878067,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,500,pess,5.0,0.7041890905662164,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,1000,pess,5.0,0.743252081251766,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,2000,pess,5.0,0.7860504352915166,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,5000,pess,5.0,0.8234673435409061,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,500,pess,10.0,0.6978579731047149,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,1000,pess,10.0,0.7374274531871845,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,2000,pess,10.0,0.7873799659065167,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,5000,pess,10.0,0.8228342236909256,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,500,lin,0.0001,1.1384404413025246,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,1000,lin,0.0001,1.1215363536284002,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,2000,lin,0.0001,1.0852590546259113,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,5000,lin,0.0001,1.0424607005861608,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,500,lin,0.001,1.1379339519056044,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,1000,lin,0.001,1.1231824360645604,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,2000,lin,0.001,1.0860820958439914,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,5000,lin,0.001,1.0429671899830808,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,500,lin,0.01,1.1377440143298443,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,1000,lin,0.01,1.1222327806010806,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,2000,lin,0.01,1.0857655440228315,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,5000,lin,0.01,1.0426506219542604,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,500,lin,0.1,1.1317927558122025,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,1000,lin,0.1,1.1184974172468793,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,2000,lin,0.1,1.082979852339771,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,5000,lin,0.1,1.0395483784500397,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,500,lin,0.2,1.1273609816929817,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,1000,lin,0.2,1.1122929302384383,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,2000,lin,0.2,1.0782948173144293,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,5000,lin,0.2,1.036129583124659,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,500,lin,0.5,1.1095705456780773,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,1000,lin,0.5,1.096465128480854,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,2000,lin,0.5,1.0665822540625667,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,5000,lin,0.5,1.0273926329239567,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,500,lin,1.0,1.08025746777941,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,1000,lin,1.0,1.0717737784848282,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,2000,lin,1.0,1.0452463922692214,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,5000,lin,1.0,1.0120080296482534,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,500,lin,5.0,0.8884879239224424,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,1000,lin,5.0,0.9092539891961675,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,2000,lin,5.0,0.9234989994326309,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,5000,lin,5.0,0.924322040650711,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,500,lin,10.0,0.8367626983138897,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,1000,lin,10.0,0.8832963995001808,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,2000,lin,10.0,0.9127994149746085,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,5000,lin,10.0,0.9186240430391899,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.8
5,500,greedy,0.0,0.7406563271444655,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,1000,greedy,0.0,0.7956104267102991,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,2000,greedy,0.0,0.8591748460237749,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,5000,greedy,0.0,1.0479687768295822,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,500,pess,0.0001,0.7063416623992966,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,1000,pess,0.0001,0.7471773821817272,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,2000,pess,0.0001,0.7860504352915166,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,5000,pess,0.0001,0.8238472024847658,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,500,pess,0.001,0.7071014127023375,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,1000,pess,0.001,0.746987444605967,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,2000,pess,0.001,0.7854173316491968,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,5000,pess,0.001,0.8236572811166663,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,500,pess,0.01,0.7069747822492771,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,1000,pess,0.01,0.746987444605967,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,2000,pess,0.01,0.7855439458945964,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,5000,pess,0.01,0.8233407130878457,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,500,pess,0.1,0.7077978234673571,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,1000,pess,0.1,0.7466708927848071,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,2000,pess,0.1,0.7862403728672768,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,5000,pess,0.1,0.8241637705135864,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,500,pess,0.2,0.7079244539204175,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,1000,pess,0.2,0.7464809552090469,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,2000,pess,0.2,0.7854173316491968,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,5000,pess,0.2,0.8236572811166663,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,500,pess,0.5,0.7074812716461972,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,1000,pess,0.5,0.746164403387887,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,2000,pess,0.5,0.7852273940734366,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,5000,pess,0.5,0.8234673435409061,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,500,pess,1.0,0.7058351730023765,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,1000,pess,1.0,0.7460377729348266,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,2000,pess,1.0,0.7855439458945964,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,5000,pess,1.0,0.8238472024847658,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,500,pess,5.0,0.7009602166089355,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,1000,pess,5.0,0.7439485082244462,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,2000,pess,5.0,0.7845942904311167,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,5000,pess,5.0,0.8242903847589861,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
